Havaintoasema;Päivä.Kuukausi.Vuosi Aika [Paikallinen aika];Keskituulen nopeus [m/s]
Helsinki-Vantaan lentoasema;13.01.2023 15:30;5.1
Helsinki-Vantaan lentoasema;13.01.2023 15:31;5.1
Helsinki-Vantaan lentoasema;13.01.2023 15:32;5.1
Helsinki-Vantaan lentoasema;13.01.2023 15:33;5
Helsinki-Vantaan lentoasema;13.01.2023 15:34;5
Helsinki-Vantaan lentoasema;13.01.2023 15:35;5.1
Helsinki-Vantaan lentoasema;13.01.2023 15:36;5.2
Helsinki-Vantaan lentoasema;13.01.2023 15:37;5.3
Helsinki-Vantaan lentoasema;13.01.2023 15:38;5.3
Helsinki-Vantaan lentoasema;13.01.2023 15:39;5.3
Helsinki-Vantaan lentoasema;13.01.2023 15:40;5.4
Helsinki-Vantaan lentoasema;13.01.2023 15:41;5.4
Helsinki-Vantaan lentoasema;13.01.2023 15:42;5.4
Helsinki-Vantaan lentoasema;13.01.2023 15:43;5.3
Helsinki-Vantaan lentoasema;13.01.2023 15:44;5.4
Helsinki-Vantaan lentoasema;13.01.2023 15:45;5.3
Helsinki-Vantaan lentoasema;13.01.2023 15:46;5.3
Helsinki-Vantaan lentoasema;13.01.2023 15:47;5.2
Helsinki-Vantaan lentoasema;13.01.2023 15:48;5.1
Helsinki-Vantaan lentoasema;13.01.2023 15:49;5
Helsinki-Vantaan lentoasema;13.01.2023 15:50;5
Helsinki-Vantaan lentoasema;13.01.2023 15:51;5
Helsinki-Vantaan lentoasema;13.01.2023 15:52;5
Helsinki-Vantaan lentoasema;13.01.2023 15:53;5.1
Helsinki-Vantaan lentoasema;13.01.2023 15:54;5.1
Helsinki-Vantaan lentoasema;13.01.2023 15:55;5.1
Helsinki-Vantaan lentoasema;13.01.2023 15:56;5
Helsinki-Vantaan lentoasema;13.01.2023 15:57;5.1
Helsinki-Vantaan lentoasema;13.01.2023 15:58;5.2
Helsinki-Vantaan lentoasema;13.01.2023 15:59;5.2
Helsinki-Vantaan lentoasema;13.01.2023 16:00;5.1
Helsinki-Vantaan lentoasema;13.01.2023 16:01;5.2
Helsinki-Vantaan lentoasema;13.01.2023 16:02;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:03;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:04;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:05;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:06;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:07;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:08;5.2
Helsinki-Vantaan lentoasema;13.01.2023 16:09;5.2
Helsinki-Vantaan lentoasema;13.01.2023 16:10;5.2
Helsinki-Vantaan lentoasema;13.01.2023 16:11;5.1
Helsinki-Vantaan lentoasema;13.01.2023 16:12;5.1
Helsinki-Vantaan lentoasema;13.01.2023 16:13;5
Helsinki-Vantaan lentoasema;13.01.2023 16:14;4.9
Helsinki-Vantaan lentoasema;13.01.2023 16:15;5
Helsinki-Vantaan lentoasema;13.01.2023 16:16;5
Helsinki-Vantaan lentoasema;13.01.2023 16:17;4.9
Helsinki-Vantaan lentoasema;13.01.2023 16:18;5
Helsinki-Vantaan lentoasema;13.01.2023 16:19;5.1
Helsinki-Vantaan lentoasema;13.01.2023 16:20;5.1
Helsinki-Vantaan lentoasema;13.01.2023 16:21;5.1
Helsinki-Vantaan lentoasema;13.01.2023 16:22;5.2
Helsinki-Vantaan lentoasema;13.01.2023 16:23;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:24;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:25;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:26;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:27;5.2
Helsinki-Vantaan lentoasema;13.01.2023 16:28;5.1
Helsinki-Vantaan lentoasema;13.01.2023 16:29;4.9
Helsinki-Vantaan lentoasema;13.01.2023 16:30;4.9
Helsinki-Vantaan lentoasema;13.01.2023 16:31;4.8
Helsinki-Vantaan lentoasema;13.01.2023 16:32;4.6
Helsinki-Vantaan lentoasema;13.01.2023 16:33;4.5
Helsinki-Vantaan lentoasema;13.01.2023 16:34;4.5
Helsinki-Vantaan lentoasema;13.01.2023 16:35;4.4
Helsinki-Vantaan lentoasema;13.01.2023 16:36;4.5
Helsinki-Vantaan lentoasema;13.01.2023 16:37;4.5
Helsinki-Vantaan lentoasema;13.01.2023 16:38;4.5
Helsinki-Vantaan lentoasema;13.01.2023 16:39;4.6
Helsinki-Vantaan lentoasema;13.01.2023 16:40;4.7
Helsinki-Vantaan lentoasema;13.01.2023 16:41;4.8
Helsinki-Vantaan lentoasema;13.01.2023 16:42;4.9
Helsinki-Vantaan lentoasema;13.01.2023 16:43;5
Helsinki-Vantaan lentoasema;13.01.2023 16:44;5
Helsinki-Vantaan lentoasema;13.01.2023 16:45;5.1
Helsinki-Vantaan lentoasema;13.01.2023 16:46;5.2
Helsinki-Vantaan lentoasema;13.01.2023 16:47;5.1
Helsinki-Vantaan lentoasema;13.01.2023 16:48;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:49;5.3
Helsinki-Vantaan lentoasema;13.01.2023 16:50;5.4
Helsinki-Vantaan lentoasema;13.01.2023 16:51;5.4
Helsinki-Vantaan lentoasema;13.01.2023 16:52;5.4
Helsinki-Vantaan lentoasema;13.01.2023 16:53;5.5
Helsinki-Vantaan lentoasema;13.01.2023 16:54;5.5
Helsinki-Vantaan lentoasema;13.01.2023 16:55;5.4
Helsinki-Vantaan lentoasema;13.01.2023 16:56;5.4
Helsinki-Vantaan lentoasema;13.01.2023 16:57;5.5
Helsinki-Vantaan lentoasema;13.01.2023 16:58;5.4
Helsinki-Vantaan lentoasema;13.01.2023 16:59;5.5
Helsinki-Vantaan lentoasema;13.01.2023 17:00;5.4
Helsinki-Vantaan lentoasema;13.01.2023 17:01;5.2
Helsinki-Vantaan lentoasema;13.01.2023 17:02;5.3
Helsinki-Vantaan lentoasema;13.01.2023 17:03;5.3
Helsinki-Vantaan lentoasema;13.01.2023 17:04;5.4
Helsinki-Vantaan lentoasema;13.01.2023 17:05;5.4
Helsinki-Vantaan lentoasema;13.01.2023 17:06;5.4
Helsinki-Vantaan lentoasema;13.01.2023 17:07;5.5
Helsinki-Vantaan lentoasema;13.01.2023 17:08;5.5
Helsinki-Vantaan lentoasema;13.01.2023 17:09;5.5
Helsinki-Vantaan lentoasema;13.01.2023 17:10;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:11;5.8
Helsinki-Vantaan lentoasema;13.01.2023 17:12;5.8
Helsinki-Vantaan lentoasema;13.01.2023 17:13;5.8
Helsinki-Vantaan lentoasema;13.01.2023 17:14;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:15;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:16;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:17;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:18;5.8
Helsinki-Vantaan lentoasema;13.01.2023 17:19;5.9
Helsinki-Vantaan lentoasema;13.01.2023 17:20;5.8
Helsinki-Vantaan lentoasema;13.01.2023 17:21;5.8
Helsinki-Vantaan lentoasema;13.01.2023 17:22;5.8
Helsinki-Vantaan lentoasema;13.01.2023 17:23;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:24;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:25;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:26;5.6
Helsinki-Vantaan lentoasema;13.01.2023 17:27;5.5
Helsinki-Vantaan lentoasema;13.01.2023 17:28;5.5
Helsinki-Vantaan lentoasema;13.01.2023 17:29;5.4
Helsinki-Vantaan lentoasema;13.01.2023 17:30;5.5
Helsinki-Vantaan lentoasema;13.01.2023 17:31;5.5
Helsinki-Vantaan lentoasema;13.01.2023 17:32;5.5
Helsinki-Vantaan lentoasema;13.01.2023 17:33;5.6
Helsinki-Vantaan lentoasema;13.01.2023 17:34;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:35;5.7
Helsinki-Vantaan lentoasema;13.01.2023 17:36;5.9
Helsinki-Vantaan lentoasema;13.01.2023 17:37;6.1
Helsinki-Vantaan lentoasema;13.01.2023 17:38;6.2
Helsinki-Vantaan lentoasema;13.01.2023 17:39;6.3
Helsinki-Vantaan lentoasema;13.01.2023 17:40;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:41;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:42;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:43;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:44;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:45;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:46;6.5
Helsinki-Vantaan lentoasema;13.01.2023 17:47;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:48;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:49;6.3
Helsinki-Vantaan lentoasema;13.01.2023 17:50;6.3
Helsinki-Vantaan lentoasema;13.01.2023 17:51;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:52;6.4
Helsinki-Vantaan lentoasema;13.01.2023 17:53;6.5
Helsinki-Vantaan lentoasema;13.01.2023 17:54;6.5
Helsinki-Vantaan lentoasema;13.01.2023 17:55;6.6
Helsinki-Vantaan lentoasema;13.01.2023 17:56;6.5
Helsinki-Vantaan lentoasema;13.01.2023 17:57;6.5
Helsinki-Vantaan lentoasema;13.01.2023 17:58;6.5
Helsinki-Vantaan lentoasema;13.01.2023 17:59;6.4
Helsinki-Vantaan lentoasema;13.01.2023 18:00;6.3
Helsinki-Vantaan lentoasema;13.01.2023 18:01;6.2
Helsinki-Vantaan lentoasema;13.01.2023 18:02;6.2
Helsinki-Vantaan lentoasema;13.01.2023 18:03;6.2
Helsinki-Vantaan lentoasema;13.01.2023 18:04;6.1
Helsinki-Vantaan lentoasema;13.01.2023 18:05;6.2
Helsinki-Vantaan lentoasema;13.01.2023 18:06;6.2
Helsinki-Vantaan lentoasema;13.01.2023 18:07;6.3
Helsinki-Vantaan lentoasema;13.01.2023 18:08;6.3
Helsinki-Vantaan lentoasema;13.01.2023 18:09;6.4
Helsinki-Vantaan lentoasema;13.01.2023 18:10;6.5
Helsinki-Vantaan lentoasema;13.01.2023 18:11;6.6
Helsinki-Vantaan lentoasema;13.01.2023 18:12;6.7
Helsinki-Vantaan lentoasema;13.01.2023 18:13;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:14;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:15;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:16;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:17;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:18;6.7
Helsinki-Vantaan lentoasema;13.01.2023 18:19;6.7
Helsinki-Vantaan lentoasema;13.01.2023 18:20;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:21;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:22;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:23;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:24;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:25;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:26;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:27;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:28;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:29;7
Helsinki-Vantaan lentoasema;13.01.2023 18:30;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:31;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:32;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:33;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:34;7
Helsinki-Vantaan lentoasema;13.01.2023 18:35;7
Helsinki-Vantaan lentoasema;13.01.2023 18:36;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:37;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:38;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:39;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:40;7
Helsinki-Vantaan lentoasema;13.01.2023 18:41;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:42;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:43;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:44;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:45;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:46;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:47;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:48;7
Helsinki-Vantaan lentoasema;13.01.2023 18:49;6.9
Helsinki-Vantaan lentoasema;13.01.2023 18:50;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:51;6.8
Helsinki-Vantaan lentoasema;13.01.2023 18:52;7
Helsinki-Vantaan lentoasema;13.01.2023 18:53;7
Helsinki-Vantaan lentoasema;13.01.2023 18:54;7.2
Helsinki-Vantaan lentoasema;13.01.2023 18:55;7.3
Helsinki-Vantaan lentoasema;13.01.2023 18:56;7.3
Helsinki-Vantaan lentoasema;13.01.2023 18:57;7.3
Helsinki-Vantaan lentoasema;13.01.2023 18:58;7.4
Helsinki-Vantaan lentoasema;13.01.2023 18:59;7.4
Helsinki-Vantaan lentoasema;13.01.2023 19:00;7.5
Helsinki-Vantaan lentoasema;13.01.2023 19:01;7.5
Helsinki-Vantaan lentoasema;13.01.2023 19:02;7.4
Helsinki-Vantaan lentoasema;13.01.2023 19:03;7.2
Helsinki-Vantaan lentoasema;13.01.2023 19:04;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:05;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:06;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:07;7.2
Helsinki-Vantaan lentoasema;13.01.2023 19:08;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:09;7.3
Helsinki-Vantaan lentoasema;13.01.2023 19:10;7.3
Helsinki-Vantaan lentoasema;13.01.2023 19:11;7.5
Helsinki-Vantaan lentoasema;13.01.2023 19:12;7.6
Helsinki-Vantaan lentoasema;13.01.2023 19:13;7.6
Helsinki-Vantaan lentoasema;13.01.2023 19:14;7.8
Helsinki-Vantaan lentoasema;13.01.2023 19:15;7.8
Helsinki-Vantaan lentoasema;13.01.2023 19:16;7.9
Helsinki-Vantaan lentoasema;13.01.2023 19:17;7.8
Helsinki-Vantaan lentoasema;13.01.2023 19:18;7.8
Helsinki-Vantaan lentoasema;13.01.2023 19:19;7.7
Helsinki-Vantaan lentoasema;13.01.2023 19:20;7.7
Helsinki-Vantaan lentoasema;13.01.2023 19:21;7.7
Helsinki-Vantaan lentoasema;13.01.2023 19:22;7.5
Helsinki-Vantaan lentoasema;13.01.2023 19:23;7.4
Helsinki-Vantaan lentoasema;13.01.2023 19:24;7.4
Helsinki-Vantaan lentoasema;13.01.2023 19:25;7.4
Helsinki-Vantaan lentoasema;13.01.2023 19:26;7.3
Helsinki-Vantaan lentoasema;13.01.2023 19:27;7.3
Helsinki-Vantaan lentoasema;13.01.2023 19:28;7.3
Helsinki-Vantaan lentoasema;13.01.2023 19:29;7.3
Helsinki-Vantaan lentoasema;13.01.2023 19:30;7.4
Helsinki-Vantaan lentoasema;13.01.2023 19:31;7.4
Helsinki-Vantaan lentoasema;13.01.2023 19:32;7.4
Helsinki-Vantaan lentoasema;13.01.2023 19:33;7.5
Helsinki-Vantaan lentoasema;13.01.2023 19:34;7.3
Helsinki-Vantaan lentoasema;13.01.2023 19:35;7.2
Helsinki-Vantaan lentoasema;13.01.2023 19:36;7.2
Helsinki-Vantaan lentoasema;13.01.2023 19:37;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:38;6.9
Helsinki-Vantaan lentoasema;13.01.2023 19:39;6.8
Helsinki-Vantaan lentoasema;13.01.2023 19:40;6.6
Helsinki-Vantaan lentoasema;13.01.2023 19:41;6.7
Helsinki-Vantaan lentoasema;13.01.2023 19:42;6.9
Helsinki-Vantaan lentoasema;13.01.2023 19:43;6.9
Helsinki-Vantaan lentoasema;13.01.2023 19:44;7
Helsinki-Vantaan lentoasema;13.01.2023 19:45;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:46;7
Helsinki-Vantaan lentoasema;13.01.2023 19:47;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:48;7.2
Helsinki-Vantaan lentoasema;13.01.2023 19:49;7.2
Helsinki-Vantaan lentoasema;13.01.2023 19:50;7.3
Helsinki-Vantaan lentoasema;13.01.2023 19:51;7.4
Helsinki-Vantaan lentoasema;13.01.2023 19:52;7.2
Helsinki-Vantaan lentoasema;13.01.2023 19:53;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:54;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:55;7.1
Helsinki-Vantaan lentoasema;13.01.2023 19:56;7
Helsinki-Vantaan lentoasema;13.01.2023 19:57;6.9
Helsinki-Vantaan lentoasema;13.01.2023 19:58;6.9
Helsinki-Vantaan lentoasema;13.01.2023 19:59;6.9
Helsinki-Vantaan lentoasema;13.01.2023 20:00;7
Helsinki-Vantaan lentoasema;13.01.2023 20:01;6.7
Helsinki-Vantaan lentoasema;13.01.2023 20:02;6.7
Helsinki-Vantaan lentoasema;13.01.2023 20:03;6.7
Helsinki-Vantaan lentoasema;13.01.2023 20:04;6.6
Helsinki-Vantaan lentoasema;13.01.2023 20:05;6.6
Helsinki-Vantaan lentoasema;13.01.2023 20:06;6.7
Helsinki-Vantaan lentoasema;13.01.2023 20:07;6.8
Helsinki-Vantaan lentoasema;13.01.2023 20:08;6.9
Helsinki-Vantaan lentoasema;13.01.2023 20:09;6.9
Helsinki-Vantaan lentoasema;13.01.2023 20:10;6.7
Helsinki-Vantaan lentoasema;13.01.2023 20:11;6.7
Helsinki-Vantaan lentoasema;13.01.2023 20:12;6.6
Helsinki-Vantaan lentoasema;13.01.2023 20:13;6.7
Helsinki-Vantaan lentoasema;13.01.2023 20:14;6.8
Helsinki-Vantaan lentoasema;13.01.2023 20:15;6.9
Helsinki-Vantaan lentoasema;13.01.2023 20:16;7
Helsinki-Vantaan lentoasema;13.01.2023 20:17;7.1
Helsinki-Vantaan lentoasema;13.01.2023 20:18;7
Helsinki-Vantaan lentoasema;13.01.2023 20:19;7.2
Helsinki-Vantaan lentoasema;13.01.2023 20:20;7.3
Helsinki-Vantaan lentoasema;13.01.2023 20:21;7.3
Helsinki-Vantaan lentoasema;13.01.2023 20:22;7.3
Helsinki-Vantaan lentoasema;13.01.2023 20:23;7.3
Helsinki-Vantaan lentoasema;13.01.2023 20:24;7.4
Helsinki-Vantaan lentoasema;13.01.2023 20:25;7.5
Helsinki-Vantaan lentoasema;13.01.2023 20:26;7.5
Helsinki-Vantaan lentoasema;13.01.2023 20:27;7.5
Helsinki-Vantaan lentoasema;13.01.2023 20:28;7.6
Helsinki-Vantaan lentoasema;13.01.2023 20:29;7.5
Helsinki-Vantaan lentoasema;13.01.2023 20:30;7.5
Helsinki-Vantaan lentoasema;13.01.2023 20:31;7.5
Helsinki-Vantaan lentoasema;13.01.2023 20:32;7.6
Helsinki-Vantaan lentoasema;13.01.2023 20:33;7.6
Helsinki-Vantaan lentoasema;13.01.2023 20:34;7.7
Helsinki-Vantaan lentoasema;13.01.2023 20:35;7.7
Helsinki-Vantaan lentoasema;13.01.2023 20:36;7.8
Helsinki-Vantaan lentoasema;13.01.2023 20:37;7.7
Helsinki-Vantaan lentoasema;13.01.2023 20:38;7.7
Helsinki-Vantaan lentoasema;13.01.2023 20:39;7.7
Helsinki-Vantaan lentoasema;13.01.2023 20:40;7.7
Helsinki-Vantaan lentoasema;13.01.2023 20:41;7.8
Helsinki-Vantaan lentoasema;13.01.2023 20:42;7.7
Helsinki-Vantaan lentoasema;13.01.2023 20:43;7.6
Helsinki-Vantaan lentoasema;13.01.2023 20:44;7.4
Helsinki-Vantaan lentoasema;13.01.2023 20:45;7.3
Helsinki-Vantaan lentoasema;13.01.2023 20:46;7.3
Helsinki-Vantaan lentoasema;13.01.2023 20:47;7.2
Helsinki-Vantaan lentoasema;13.01.2023 20:48;7.1
Helsinki-Vantaan lentoasema;13.01.2023 20:49;7.2
Helsinki-Vantaan lentoasema;13.01.2023 20:50;7.2
Helsinki-Vantaan lentoasema;13.01.2023 20:51;7.2
Helsinki-Vantaan lentoasema;13.01.2023 20:52;7.2
Helsinki-Vantaan lentoasema;13.01.2023 20:53;7.2
Helsinki-Vantaan lentoasema;13.01.2023 20:54;7.4
Helsinki-Vantaan lentoasema;13.01.2023 20:55;7.4
Helsinki-Vantaan lentoasema;13.01.2023 20:56;7.6
Helsinki-Vantaan lentoasema;13.01.2023 20:57;7.8
Helsinki-Vantaan lentoasema;13.01.2023 20:58;8.1
Helsinki-Vantaan lentoasema;13.01.2023 20:59;8
Helsinki-Vantaan lentoasema;13.01.2023 21:00;8.1
Helsinki-Vantaan lentoasema;13.01.2023 21:01;8
Helsinki-Vantaan lentoasema;13.01.2023 21:02;8.2
Helsinki-Vantaan lentoasema;13.01.2023 21:03;8.5
Helsinki-Vantaan lentoasema;13.01.2023 21:04;8.6
Helsinki-Vantaan lentoasema;13.01.2023 21:05;8.8
Helsinki-Vantaan lentoasema;13.01.2023 21:06;8.8
Helsinki-Vantaan lentoasema;13.01.2023 21:07;8.6
Helsinki-Vantaan lentoasema;13.01.2023 21:08;8.5
Helsinki-Vantaan lentoasema;13.01.2023 21:09;8.6
Helsinki-Vantaan lentoasema;13.01.2023 21:10;8.6
Helsinki-Vantaan lentoasema;13.01.2023 21:11;8.6
Helsinki-Vantaan lentoasema;13.01.2023 21:12;8.5
Helsinki-Vantaan lentoasema;13.01.2023 21:13;8.2
Helsinki-Vantaan lentoasema;13.01.2023 21:14;7.9
Helsinki-Vantaan lentoasema;13.01.2023 21:15;7.6
Helsinki-Vantaan lentoasema;13.01.2023 21:16;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:17;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:18;7.2
Helsinki-Vantaan lentoasema;13.01.2023 21:19;7.1
Helsinki-Vantaan lentoasema;13.01.2023 21:20;7.1
Helsinki-Vantaan lentoasema;13.01.2023 21:21;6.9
Helsinki-Vantaan lentoasema;13.01.2023 21:22;6.8
Helsinki-Vantaan lentoasema;13.01.2023 21:23;6.7
Helsinki-Vantaan lentoasema;13.01.2023 21:24;6.8
Helsinki-Vantaan lentoasema;13.01.2023 21:25;6.9
Helsinki-Vantaan lentoasema;13.01.2023 21:26;7.1
Helsinki-Vantaan lentoasema;13.01.2023 21:27;7
Helsinki-Vantaan lentoasema;13.01.2023 21:28;7
Helsinki-Vantaan lentoasema;13.01.2023 21:29;7.2
Helsinki-Vantaan lentoasema;13.01.2023 21:30;7.3
Helsinki-Vantaan lentoasema;13.01.2023 21:31;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:32;7.5
Helsinki-Vantaan lentoasema;13.01.2023 21:33;7.7
Helsinki-Vantaan lentoasema;13.01.2023 21:34;7.6
Helsinki-Vantaan lentoasema;13.01.2023 21:35;7.5
Helsinki-Vantaan lentoasema;13.01.2023 21:36;7.5
Helsinki-Vantaan lentoasema;13.01.2023 21:37;7.5
Helsinki-Vantaan lentoasema;13.01.2023 21:38;7.6
Helsinki-Vantaan lentoasema;13.01.2023 21:39;7.5
Helsinki-Vantaan lentoasema;13.01.2023 21:40;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:41;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:42;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:43;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:44;7.3
Helsinki-Vantaan lentoasema;13.01.2023 21:45;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:46;7.5
Helsinki-Vantaan lentoasema;13.01.2023 21:47;7.5
Helsinki-Vantaan lentoasema;13.01.2023 21:48;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:49;7.4
Helsinki-Vantaan lentoasema;13.01.2023 21:50;7.3
Helsinki-Vantaan lentoasema;13.01.2023 21:51;7.3
Helsinki-Vantaan lentoasema;13.01.2023 21:52;7.2
Helsinki-Vantaan lentoasema;13.01.2023 21:53;7.1
Helsinki-Vantaan lentoasema;13.01.2023 21:54;7.1
Helsinki-Vantaan lentoasema;13.01.2023 21:55;6.9
Helsinki-Vantaan lentoasema;13.01.2023 21:56;6.7
Helsinki-Vantaan lentoasema;13.01.2023 21:57;6.5
Helsinki-Vantaan lentoasema;13.01.2023 21:58;6.5
Helsinki-Vantaan lentoasema;13.01.2023 21:59;6.5
Helsinki-Vantaan lentoasema;13.01.2023 22:00;6.4
Helsinki-Vantaan lentoasema;13.01.2023 22:01;6.3
Helsinki-Vantaan lentoasema;13.01.2023 22:02;6.4
Helsinki-Vantaan lentoasema;13.01.2023 22:03;6.4
Helsinki-Vantaan lentoasema;13.01.2023 22:04;6.5
Helsinki-Vantaan lentoasema;13.01.2023 22:05;6.7
Helsinki-Vantaan lentoasema;13.01.2023 22:06;6.8
Helsinki-Vantaan lentoasema;13.01.2023 22:07;6.8
Helsinki-Vantaan lentoasema;13.01.2023 22:08;6.9
Helsinki-Vantaan lentoasema;13.01.2023 22:09;7.1
Helsinki-Vantaan lentoasema;13.01.2023 22:10;7.1
Helsinki-Vantaan lentoasema;13.01.2023 22:11;7.2
Helsinki-Vantaan lentoasema;13.01.2023 22:12;7.1
Helsinki-Vantaan lentoasema;13.01.2023 22:13;7.1
Helsinki-Vantaan lentoasema;13.01.2023 22:14;7
Helsinki-Vantaan lentoasema;13.01.2023 22:15;7
Helsinki-Vantaan lentoasema;13.01.2023 22:16;7
Helsinki-Vantaan lentoasema;13.01.2023 22:17;7
Helsinki-Vantaan lentoasema;13.01.2023 22:18;7
Helsinki-Vantaan lentoasema;13.01.2023 22:19;6.9
Helsinki-Vantaan lentoasema;13.01.2023 22:20;6.9
Helsinki-Vantaan lentoasema;13.01.2023 22:21;6.9
Helsinki-Vantaan lentoasema;13.01.2023 22:22;7
Helsinki-Vantaan lentoasema;13.01.2023 22:23;7.1
Helsinki-Vantaan lentoasema;13.01.2023 22:24;7.1
Helsinki-Vantaan lentoasema;13.01.2023 22:25;7.1
Helsinki-Vantaan lentoasema;13.01.2023 22:26;7.1
Helsinki-Vantaan lentoasema;13.01.2023 22:27;7.2
Helsinki-Vantaan lentoasema;13.01.2023 22:28;7.3
Helsinki-Vantaan lentoasema;13.01.2023 22:29;7.5
Helsinki-Vantaan lentoasema;13.01.2023 22:30;7.4
Helsinki-Vantaan lentoasema;13.01.2023 22:31;7.4
Helsinki-Vantaan lentoasema;13.01.2023 22:32;7.4
Helsinki-Vantaan lentoasema;13.01.2023 22:33;7.5
Helsinki-Vantaan lentoasema;13.01.2023 22:34;7.6
Helsinki-Vantaan lentoasema;13.01.2023 22:35;7.6
Helsinki-Vantaan lentoasema;13.01.2023 22:36;7.7
Helsinki-Vantaan lentoasema;13.01.2023 22:37;7.7
Helsinki-Vantaan lentoasema;13.01.2023 22:38;7.6
Helsinki-Vantaan lentoasema;13.01.2023 22:39;7.6
Helsinki-Vantaan lentoasema;13.01.2023 22:40;7.7
Helsinki-Vantaan lentoasema;13.01.2023 22:41;7.8
Helsinki-Vantaan lentoasema;13.01.2023 22:42;7.9
Helsinki-Vantaan lentoasema;13.01.2023 22:43;7.9
Helsinki-Vantaan lentoasema;13.01.2023 22:44;7.9
Helsinki-Vantaan lentoasema;13.01.2023 22:45;8
Helsinki-Vantaan lentoasema;13.01.2023 22:46;7.9
Helsinki-Vantaan lentoasema;13.01.2023 22:47;8.1
